4095,0
4088,0
4080,1
4072,1
4064,2
4056,2
4048,3
4040,3
4032,4
4024,4
4016,5
4008,5
4000,6
3992,6
3984,7
3976,7
3968,8
3960,8
3952,9
3944,9
3936,10
3928,10
3920,11
3912,11
3904,12
3896,12
3888,13
3880,13
3872,14
3864,14
3856,15
3848,15
3840,16
3832,16
3824,17
3816,17
3808,18
3800,18
3792,19
3784,19
3776,20
3768,20
3760,21
3752,21
3744,22
3736,22
3728,23
3720,23
3712,24
3704,24
3696,25
3688,25
3680,26
3672,26
3664,27
3656,27
3648,28
3640,28
3632,29
3624,29
3616,30
3608,30
3600,31
3592,31
3584,32
3576,32
3568,33
3560,33
3552,34
3544,34
3536,35
3528,35
3520,36
3512,36
3504,37
3496,37
3488,38
3480,38
3472,39
3464,39
3456,40
3448,40
3440,41
3432,41
3424,42
3416,42
3408,43
3400,43
3392,44
3384,44
3376,45
3368,45
3360,46
3352,46
3344,47
3336,47
3328,48
3320,48
3312,49
3304,49
3296,50
3288,50
3280,51
3272,51
3264,52
3256,52
3248,53
3240,53
3232,54
3224,54
3216,55
3208,55
3200,56
3192,56
3184,57
3176,57
3168,58
3160,58
3152,59
3144,59
3136,60
3128,60
3120,61
3112,61
3104,62
3096,62
3088,63
3080,63
3072,64
3064,64
3056,65
3048,65
3040,66
3032,66
3024,67
3016,67
3008,68
3000,68
2992,69
2984,69
2976,70
2968,70
2960,71
2952,71
2944,72
2936,72
2928,73
2920,73
2912,74
2904,74
2896,75
2888,75
2880,76
2872,76
2864,77
2856,77
2848,78
2840,78
2832,79
2824,79
2816,80
2808,80
2800,81
2792,81
2784,82
2776,82
2768,83
2760,83
2752,84
2744,84
2736,85
2728,85
2720,86
2712,86
2704,87
2696,87
2688,88
2680,88
2672,89
2664,89
2656,90
2648,90
2640,91
2632,91
2624,92
2616,92
2608,93
2600,93
2592,94
2584,94
2576,95
2568,95
2560,96
2552,96
2544,97
2536,97
2528,98
2520,98
2512,99
2504,99
2496,100
2488,100
2480,101
2472,101
2464,102
2456,102
2448,103
2440,103
2432,104
2424,104
2416,105
2408,105
2400,106
2392,106
2384,107
2376,107
2368,108
2360,108
2352,109
2344,109
2336,110
2328,110
2320,111
2312,111
2304,112
2296,112
2288,113
2280,113
2272,114
2264,114
2256,115
2248,115
2240,116
2232,116
2224,117
2216,117
2208,118
2200,118
2192,119
2184,119
2176,120
2168,120
2160,121
2152,121
2144,122
2136,122
2128,123
2120,123
2112,124
2104,124
2096,125
2088,125
2080,126
2072,126
2064,127
2056,127
2048,128
2040,128
2032,129
2024,129
2016,130
2008,130
2000,131
1992,131
1984,132
1976,132
1968,133
1960,133
1952,134
1944,134
1936,135
1928,135
1920,136
1912,136
1904,137
1896,137
1888,138
1880,138
1872,139
1864,139
1856,140
1848,140
1840,141
1832,141
1824,142
1816,142
1808,143
1800,143
1792,144
1784,144
1776,145
1768,145
1760,146
1752,146
1744,147
1736,147
1728,148
1720,148
1712,149
1704,149
1696,150
1688,150
1680,151
1672,151
1664,152
1656,152
1648,153
1640,153
1632,154
1624,154
1616,155
1608,155
1600,156
1592,156
1584,157
1576,157
1568,158
1560,158
1552,159
1544,159
1536,160
1528,160
1520,161
1512,161
1504,162
1496,162
1488,163
1480,163
1472,164
1464,164
1456,165
1448,165
1440,166
1432,166
1424,167
1416,167
1408,168
1400,168
1392,169
1384,169
1376,170
1368,170
1360,171
1352,171
1344,172
1336,172
1328,173
1320,173
1312,174
1304,174
1296,175
1288,175
1280,176
1272,176
1264,177
1256,177
1248,178
1240,178
1232,179
1224,179
1216,180
1208,180
1200,181
1192,181
1184,182
1176,182
1168,183
1160,183
1152,184
1144,184
1136,185
1128,185
1120,186
1112,186
1104,187
1096,187
1088,188
1080,188
1072,189
1064,189
1056,190
1048,190
1040,191
1032,191
1024,192
1016,192
1008,193
1000,193
992,194
984,194
976,195
968,195
960,196
952,196
944,197
936,197
928,198
920,198
912,199
904,199
896,200
888,200
880,201
872,201
864,202
856,202
848,203
840,203
832,204
824,204
816,205
808,205
800,206
792,206
784,207
776,207
768,208
760,208
752,209
744,209
736,210
728,210
720,211
712,211
704,212
696,212
688,213
680,213
672,214
664,214
656,215
648,215
640,216
632,216
624,217
616,217
608,218
600,218
592,219
584,219
576,220
568,220
560,221
552,221
544,222
536,222
528,223
520,223
512,224
504,224
496,225
488,225
480,226
472,226
464,227
456,227
448,228
440,228
432,229
424,229
416,230
408,230
400,231
392,231
384,232
376,232
368,233
360,233
352,234
344,234
336,235
328,235
320,236
312,236
304,237
296,237
288,238
280,238
272,239
264,239
256,240
248,240
240,241
232,241
224,242
216,242
208,243
200,243
192,244
184,244
176,245
168,245
160,246
152,246
144,247
136,247
128,248
120,248
112,249
104,249
96,250
88,250
80,251
72,251
64,252
56,252
48,253
40,253
32,254
24,254
16,255
8,255
